Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Sarah Davis,SarahforHD134,,,female,United States of America,1976-05-18 00:00:00+00:00,44.0,,Republican,Davis
Sarah McBride,SarahEMcBride,2011-03-25 00:00:00+00:00,272191896,transgender female,United States of America,1990-08-09 00:00:00+00:00,30.0,sarahemcbride,Democratic,McBride
Sarah Palin,SarahPalinUSA,2009-08-13 00:00:00+00:00,65493023,female,United States of America,1964-02-11 00:00:00+00:00,56.0,,Republican,Palin
Sarah Peake,skpeake,,,female,United States of America,1957-10-04 00:00:00+00:00,63.0,,Democratic,Peake
Sarah Sanders,SHSanders45,2007-04-01 00:00:00+00:00,823693635564802048,female,United States of America,1982-08-13 00:00:00+00:00,38.0,,Republican,Sanders
Sarah Sanders,SHSanders45,2017-01-23 00:00:00+00:00,823693635564802048,female,United States of America,1982-08-13 00:00:00+00:00,38.0,,Republican,Sanders
Satya Rhodes-Conway,src2,2018-03-21 00:00:00+00:00,976268847299821569,female,United States of America,1971-01-01 00:00:00+00:00,49.0,satyaformadison,Democratic,Rhodes-Conway
Satya Rhodes-Conway,satyaformadison,2018-03-21 00:00:00+00:00,976268847299821569,female,United States of America,1971-01-01 00:00:00+00:00,49.0,satyaformadison,Democratic,Rhodes-Conway
Satya Rhodes-Conway,src2,2008-11-24 00:00:00+00:00,17586577,female,United States of America,1971-01-01 00:00:00+00:00,49.0,satyaformadison,Democratic,Rhodes-Conway
Satya Rhodes-Conway,satyaformadison,2008-11-24 00:00:00+00:00,17586577,female,United States of America,1971-01-01 00:00:00+00:00,49.0,satyaformadison,Democratic,Rhodes-Conway
Saxby Chambliss,SaxbyChambliss,2012-03-27 00:00:00+00:00,538185166,male,United States of America,1943-11-10 00:00:00+00:00,77.0,,Republican,Chambliss
Scott Brown,SenScottBrown,2009-03-26 00:00:00+00:00,26820275,male,United States of America,1959-09-12 00:00:00+00:00,61.0,,Republican,Brown
Scott DesJarlais,DesJarlaisTN04,2011-01-07 00:00:00+00:00,235312723,male,United States of America,1964-02-21 00:00:00+00:00,56.0,desjarlaistn04,Republican,DesJarlais
Scott Garrett,RepGarrett,2012-11-20 00:00:00+00:00,960696949,male,United States of America,1959-07-09 00:00:00+00:00,61.0,repscottgarrett,Republican,Garrett
Scott Gottlieb,ScottGottliebMD,2009-05-15 00:00:00+00:00,40156330,male,United States of America,1972-06-11 00:00:00+00:00,48.0,scottgottliebmd,Republican,Gottlieb
Scott Holcomb,RepScottHolcomb,2010-12-24 00:00:00+00:00,230217212,male,United States of America,1972-11-02 00:00:00+00:00,48.0,,Democratic,Holcomb
Scott Newman,SenatorNewmanMN,2014-05-21 00:00:00+00:00,2512716446,male,United States of America,1947-01-14 00:00:00+00:00,73.0,,Republican,Newman
Scott Newman,SenatorNewmanMN,2014-05-21 00:00:00+00:00,2512716446,male,United States of America,1947-01-14 00:00:00+00:00,73.0,,Other,Newman
Scott Perry,RepScottPerry,2009-01-08 00:00:00+00:00,18773159,male,United States of America,1962-05-27 00:00:00+00:00,58.0,repscottperry,Republican,Perry
Scott Peters,ScottPetersSD,2011-05-03 00:00:00+00:00,292594517,male,United States of America,1958-06-17 00:00:00+00:00,62.0,repscottpeters,Democratic,Peters
Scott Peters,RepScottPeters,2011-05-03 00:00:00+00:00,292594517,male,United States of America,1958-06-17 00:00:00+00:00,62.0,repscottpeters,Democratic,Peters
Scott Peters,ScottPetersSD,2013-01-30 00:00:00+00:00,1135486501,male,United States of America,1958-06-17 00:00:00+00:00,62.0,repscottpeters,Democratic,Peters
Scott Peters,RepScottPeters,2013-01-30 00:00:00+00:00,1135486501,male,United States of America,1958-06-17 00:00:00+00:00,62.0,repscottpeters,Democratic,Peters
Scott Pruitt,EPAScottPruitt,2017-02-01 00:00:00+00:00,,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Pruitt,ScottPruittOK,2017-02-01 00:00:00+00:00,,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Pruitt,EPAScottPruitt,2010-03-01 00:00:00+00:00,119463881,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Pruitt,ScottPruittOK,2010-03-01 00:00:00+00:00,119463881,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Pruitt,EPAScottPruitt,2010-03-03 00:00:00+00:00,119463881,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Pruitt,ScottPruittOK,2010-03-03 00:00:00+00:00,119463881,male,United States of America,1968-05-09 00:00:00+00:00,52.0,,Republican,Pruitt
Scott Rigell,RepScottRigell,2010-12-01 00:00:00+00:00,221793778,male,United States of America,1960-05-28 00:00:00+00:00,60.0,,Republican,Rigell
Scott Taylor,RepScottTaylor,,,male,United States of America,1979-06-27 00:00:00+00:00,41.0,scotttaylorva,Republican,Taylor
Scott Tipton,RepTipton,2011-01-25 00:00:00+00:00,242873057,male,United States of America,1956-11-09 00:00:00+00:00,64.0,repscotttipton,Republican,Tipton
Scott Wagner,SenScottWagner,2014-04-16 00:00:00+00:00,2447912858,male,United States of America,1955-09-21 00:00:00+00:00,65.0,wagnerforgovernor,Republican,Wagner
Scott Walker,ScottWalker,2009-04-21 00:00:00+00:00,33750798,male,United States of America,1967-11-02 00:00:00+00:00,53.0,scottwalker,Republican,Walker
Scott Wiener,Scott_Wiener,2009-03-26 00:00:00+00:00,26703365,male,United States of America,1970-05-11 00:00:00+00:00,50.0,scott_wiener,Democratic,Wiener
Sean Duffy,RepSeanDuffy,,,male,United States of America,1971-10-03 00:00:00+00:00,49.0,repseanduffy,Republican,Duffy
Sean Hannity,SeanHannity,2009-05-21 00:00:00+00:00,41634520,male,United States of America,1961-12-30 00:00:00+00:00,58.0,seanhannity,Other,Hannity
Sean Hannity,seanhannity,2009-05-21 00:00:00+00:00,41634520,male,United States of America,1961-12-30 00:00:00+00:00,58.0,seanhannity,Other,Hannity
Sean Hannity,SeanHannity,,,male,United States of America,1961-12-30 00:00:00+00:00,58.0,seanhannity,Other,Hannity
Sean Hannity,seanhannity,,,male,United States of America,1961-12-30 00:00:00+00:00,58.0,seanhannity,Other,Hannity
Sean Parnell,seanparnellak,2009-07-06 00:00:00+00:00,54359015,male,United States of America,1962-11-19 00:00:00+00:00,57.0,,Republican,Parnell
Sean Patrick Maloney,RepSeanMaloney,2013-01-09 00:00:00+00:00,1072467470,male,Canada,1966-07-30 00:00:00+00:00,54.0,repseanpatrickmaloney,Democratic,Maloney
Sean Penn,SeanPenn,,,male,United States of America,1960-08-17 00:00:00+00:00,60.0,,Democratic,Penn
Sean Spicer,seanspicer,2009-02-13 00:00:00+00:00,20776147,male,United States of America,1971-09-23 00:00:00+00:00,49.0,seanmspicer,Republican,Spicer
Sean Spicer,PressSec,2009-02-13 00:00:00+00:00,20776147,male,United States of America,1971-09-23 00:00:00+00:00,49.0,seanmspicer,Republican,Spicer
Sean Spicer,seanspicer,2017-01-10 00:00:00+00:00,818927131883356161,male,United States of America,1971-09-23 00:00:00+00:00,49.0,seanmspicer,Republican,Spicer
Sean Spicer,PressSec,2017-01-10 00:00:00+00:00,818927131883356161,male,United States of America,1971-09-23 00:00:00+00:00,49.0,seanmspicer,Republican,Spicer
Seth Moulton,sethmoulton,2011-02-06 00:00:00+00:00,248495200,male,United States of America,1978-10-24 00:00:00+00:00,42.0,repmoulton,Democratic,Moulton
Seth Moulton,teammoulton,2011-02-06 00:00:00+00:00,248495200,male,United States of America,1978-10-24 00:00:00+00:00,42.0,repmoulton,Democratic,Moulton
Seth Moulton,sethmoulton,2015-03-13 00:00:00+00:00,3091316093,male,United States of America,1978-10-24 00:00:00+00:00,42.0,repmoulton,Democratic,Moulton
Seth Moulton,teammoulton,2015-03-13 00:00:00+00:00,3091316093,male,United States of America,1978-10-24 00:00:00+00:00,42.0,repmoulton,Democratic,Moulton
Sharice Davids,sharicedavids,2018-01-10 00:00:00+00:00,950952511556538368,female,Germany,1980-05-22 00:00:00+00:00,40.0,,Democratic,Davids
Sharon Quirk-Silva,QuirkSilva65th,,,female,United States of America,1962-09-17 00:00:00+00:00,58.0,quirksilva65th,Other,Quirk-Silva
Sharon Weston Broome,MayorBroome,2009-05-23 00:00:00+00:00,42070045,female,United States of America,1956-10-01 00:00:00+00:00,64.0,mayorbroome,Democratic,Broome
Shaun Donovan,ShaunOMB,2013-11-21 00:00:00+00:00,2207588833,male,United States of America,1966-01-24 00:00:00+00:00,54.0,,Democratic,Donovan
Sheila Harrington,RepHarrington,,,female,United States of America,,,,Republican,Harrington
Sheila Jackson Lee,JacksonLeeTX18,2009-10-07 00:00:00+00:00,80612021,female,United States of America,1950-01-12 00:00:00+00:00,70.0,repjacksonlee,Democratic,Lee
Sheldon Whitehouse,SenWhitehouse,,242555999,male,United States of America,1955-10-20 00:00:00+00:00,65.0,senwhitehouse,Democratic,Whitehouse
Sheldon Whitehouse,SenWhitehouse,2011-01-25 00:00:00+00:00,242555999,male,United States of America,1955-10-20 00:00:00+00:00,65.0,senwhitehouse,Democratic,Whitehouse
Shelley Moore Capito,SenCapito,2010-09-22 00:00:00+00:00,193794406,female,United States of America,1953-11-26 00:00:00+00:00,66.0,sencapito,Republican,Capito
Sherrod Brown,SenSherrodBrown,2009-06-01 00:00:00+00:00,43910797,male,United States of America,1952-11-09 00:00:00+00:00,68.0,sensherrodbrown,Democratic,Brown
Sid Miller,millerfortexas,2013-10-17 00:00:00+00:00,1967084534,male,United States of America,1955-09-06 00:00:00+00:00,65.0,txsidmiller,Republican,Miller
Sidney A. Katz,MC_Council_Katz,2014-11-18 00:00:00+00:00,2882964016,male,United States of America,1950-03-24 00:00:00+00:00,70.0,,Democratic,Katz
"Solomon Yue, Jr.",SolomonYue,2013-04-09 00:00:00+00:00,1339488762,male,People's Republic of China,1959-05-07 00:00:00+00:00,61.0,,Republican,Jr.
Sonia Chang-Díaz,SoniaChangDiaz,2010-09-28 00:00:00+00:00,196299243,female,United States of America,1978-03-31 00:00:00+00:00,42.0,,Democratic,Chang-Díaz
Sonny Perdue,SecretarySonny,2017-03-15 00:00:00+00:00,842072478834909184,male,United States of America,1946-12-20 00:00:00+00:00,73.0,,Republican,Perdue
Sonny Perdue,SecretarySonny,2017-03-15 00:00:00+00:00,842072478834909184,male,United States of America,1946-12-20 00:00:00+00:00,73.0,,Democratic,Perdue
Spencer Abraham,spencerabraham,2010-07-02 00:00:00+00:00,162106899,male,United States of America,1952-06-12 00:00:00+00:00,68.0,,Republican,Abraham
Spencer Cox,SpencerJCox,2009-08-28 00:00:00+00:00,69663100,male,United States of America,1975-07-11 00:00:00+00:00,45.0,,Republican,Cox
Sri Preston Kulkarni,SriPKulkarni,2011-05-30 00:00:00+00:00,307808408,male,United States of America,1978-10-08 00:00:00+00:00,42.0,,Democratic,Kulkarni
Sri Preston Kulkarni,SriPKulkarni,2011-05-30 00:00:00+00:00,307808408,male,,1978-10-08 00:00:00+00:00,42.0,,Democratic,Kulkarni
Stacey Abrams,staceyabrams,2010-11-15 00:00:00+00:00,216065430,female,United States of America,1973-12-09 00:00:00+00:00,46.0,staceyabrams,Democratic,Abrams
Stacey Evans,EvansforGeorgia,2017-03-23 00:00:00+00:00,845091207038558208,female,United States of America,1978-05-05 00:00:00+00:00,42.0,,Democratic,Evans
Stacey Plaskett,staceyplaskett,2012-05-02 00:00:00+00:00,569344237,female,United States of America,1966-05-13 00:00:00+00:00,54.0,stacey_plaskett,Democratic,Plaskett
Stacey Plaskett,Plaskett_2012,2012-05-02 00:00:00+00:00,569344237,female,United States of America,1966-05-13 00:00:00+00:00,54.0,stacey_plaskett,Democratic,Plaskett
Stacey Plaskett,staceyplaskett,2014-08-11 00:00:00+00:00,2724095695,female,United States of America,1966-05-13 00:00:00+00:00,54.0,stacey_plaskett,Democratic,Plaskett
Stacey Plaskett,Plaskett_2012,2014-08-11 00:00:00+00:00,2724095695,female,United States of America,1966-05-13 00:00:00+00:00,54.0,stacey_plaskett,Democratic,Plaskett
Stacy Ritter,stacyritter,2009-12-27 00:00:00+00:00,99811678,female,United States of America,1960-06-08 00:00:00+00:00,60.0,,Democratic,Ritter
Stan Rosenberg,SenStan,2013-03-26 00:00:00+00:00,1304930094,male,United States of America,1949-11-12 00:00:00+00:00,71.0,,Democratic,Rosenberg
Stanley H. Humphries,kystanhumphries,,,male,United States of America,1969-08-02 00:00:00+00:00,51.0,,Republican,Humphries
Steny Hoyer,whiphoyer,,,male,United States of America,1939-06-14 00:00:00+00:00,81.0,repstenyhoyer,Democratic,Hoyer
Stephanie Bice,stephaniebice,,,female,United States of America,1973-11-11 00:00:00+00:00,47.0,stephaniebice,Republican,Bice
Stephanie Chang,stephanielily,2008-10-15 00:00:00+00:00,16785950,female,United States of America,,,,Democratic,Chang
Stephanie Murphy,RepStephMurphy,2016-11-08 00:00:00+00:00,796183515998068736,female,Vietnam,1978-09-16 00:00:00+00:00,42.0,repstephmurphy,Democratic,Murphy
Stephanie Rawlings-Blake,mayorsrb,2010-01-28 00:00:00+00:00,109328493,female,United States of America,1970-03-17 00:00:00+00:00,50.0,stephanierawlingsblake,Democratic,Rawlings-Blake
Stephen F. Lynch,RepStephenLynch,2011-06-03 00:00:00+00:00,310310133,male,United States of America,1955-03-31 00:00:00+00:00,65.0,repstephenlynch,Democratic,Lynch
Stephen Fincher,RepFincherTN08,2011-02-08 00:00:00+00:00,249219716,male,United States of America,1973-02-07 00:00:00+00:00,47.0,repfinchertn08,Republican,Fincher
Stephen K. Benjamin,SteveBenjaminSC,2009-01-31 00:00:00+00:00,19842742,male,United States of America,1969-12-01 00:00:00+00:00,50.0,stevebenjaminsc,Democratic,Benjamin
Stephen L. Meredith,slmeredithky1,,,male,United States of America,,,,Republican,Meredith
Stephen M. Sweeney,NJSenatePres,2012-10-31 00:00:00+00:00,916935650,male,United States of America,1959-06-11 00:00:00+00:00,61.0,njsenatepres,Democratic,Sweeney
Steve Adubato,SteveAdubato,2009-05-26 00:00:00+00:00,42641622,male,United States of America,1957-10-07 00:00:00+00:00,63.0,,Democratic,Adubato
Steve Bannon,StephenBannon,2010-02-15 00:00:00+00:00,114547606,male,United States of America,1953-11-27 00:00:00+00:00,66.0,,Republican,Bannon
Steve Bullock,governorbullock,2010-02-05 00:00:00+00:00,111721601,male,United States of America,1966-04-11 00:00:00+00:00,54.0,governorbullock,Democratic,Bullock
Steve Chabot,RepSteveChabot,2011-01-13 00:00:00+00:00,237750442,male,United States of America,1953-01-22 00:00:00+00:00,67.0,repstevechabot,Republican,Chabot
Steve Cohen,RepCohen,2010-07-02 00:00:00+00:00,162069635,male,United States of America,1949-05-24 00:00:00+00:00,71.0,,Democratic,Cohen
Steve Daines,SteveDaines,2007-12-29 00:00:00+00:00,11651202,male,United States of America,1962-08-20 00:00:00+00:00,58.0,stevedaines,Republican,Daines
Steve Forbes,SteveForbesCEO,,,male,United States of America,1947-07-18 00:00:00+00:00,73.0,,Republican,Forbes
Steve Gallardo,Steve_Gallardo,2011-05-26 00:00:00+00:00,305946514,male,United States of America,1968-10-25 00:00:00+00:00,52.0,,Democratic,Gallardo
Steve Gaynor,realSteveGaynor,2017-10-11 00:00:00+00:00,917990859957817345,male,United States of America,,,,Republican,Gaynor
Steve Israel,repsteveisrael,2009-02-03 00:00:00+00:00,20002401,male,United States of America,1958-05-30 00:00:00+00:00,62.0,,Democratic,Israel
Steve King,SteveKingIA,2009-06-17 00:00:00+00:00,48117116,male,United States of America,1949-05-28 00:00:00+00:00,71.0,stevekingia,Republican,King
Steve Knight,SteveKnight25,2015-01-12 00:00:00+00:00,2974648323,male,United States of America,1966-12-17 00:00:00+00:00,53.0,repsteveknight,Republican,Knight
Steve Landes,Steve_Landes,2014-12-29 00:00:00+00:00,2949567827,male,United States of America,1959-11-15 00:00:00+00:00,61.0,,Republican,Landes
Steve Pearce,Pearce4NM,,,male,United States of America,1947-08-24 00:00:00+00:00,73.0,,Republican,Pearce
Steve Pearce,Pearce4NM,,,male,United States of America,1947-08-24 00:00:00+00:00,73.0,,Republican,Pearce
Steve Russell,RepRussell,2015-01-07 00:00:00+00:00,2966758114,male,United States of America,1963-05-25 00:00:00+00:00,57.0,,Republican,Russell
Steve Scalise,stevescalise,2013-02-22 00:00:00+00:00,1209417007,male,United States of America,1965-10-06 00:00:00+00:00,55.0,stevescalise,Republican,Scalise
Steve Schmidt,SteveSchmidtSES,2016-10-12 00:00:00+00:00,786309892990574592,male,United States of America,1970-09-28 00:00:00+00:00,50.0,,Republican,Schmidt
Steve Sisolak,SteveSisolak,2015-04-01 00:00:00+00:00,3124524385,male,United States of America,1953-12-26 00:00:00+00:00,66.0,,Democratic,Sisolak
Steve Stivers,RepSteveStivers,2010-11-03 00:00:00+00:00,211420609,male,United States of America,1965-03-24 00:00:00+00:00,55.0,repstevestivers,Republican,Stivers
Steve Stivers,RepSteveStivers,2010-11-03 00:00:00+00:00,211420609,male,United States of America,1965-03-24 00:00:00+00:00,55.0,repstevestivers,Republican,Stivers
Steve Toth,Toth_4_Texas,,,male,United States of America,1960-11-29 00:00:00+00:00,59.0,,Republican,Toth
Steve Watkins,Steve4Kansas,,,male,United States of America,1976-09-18 00:00:00+00:00,44.0,,Republican,Watkins
Steve Watkins,Rep_Watkins,,,male,United States of America,1976-09-18 00:00:00+00:00,44.0,,Republican,Watkins
Steve Watkins,Steve4Kansas,,,male,United States of America,1976-09-18 00:00:00+00:00,44.0,,Republican,Watkins
Steve Watkins,Rep_Watkins,,,male,United States of America,1976-09-18 00:00:00+00:00,44.0,,Republican,Watkins
Steve Womack,Rep_SteveWomack,2011-01-05 00:00:00+00:00,234469322,male,United States of America,1957-02-18 00:00:00+00:00,63.0,,Republican,Womack
Steven Fulop,StevenFulop,2009-02-27 00:00:00+00:00,22160119,male,United States of America,1977-02-28 00:00:00+00:00,43.0,stevenfulopjc,Democratic,Fulop
Steven Horsford,RepHorsford,2011-10-12 00:00:00+00:00,389840566,male,United States of America,1973-04-29 00:00:00+00:00,47.0,,Democratic,Horsford
Steven Horsford,StevenHorsford,2011-10-12 00:00:00+00:00,389840566,male,United States of America,1973-04-29 00:00:00+00:00,47.0,,Democratic,Horsford
Steven Horsford,RepHorsford,2011-02-02 00:00:00+00:00,246478393,male,United States of America,1973-04-29 00:00:00+00:00,47.0,,Democratic,Horsford
Steven Horsford,StevenHorsford,2011-02-02 00:00:00+00:00,246478393,male,United States of America,1973-04-29 00:00:00+00:00,47.0,,Democratic,Horsford
Steven Matteo,StevenMatteo,2011-08-26 00:00:00+00:00,362768344,male,United States of America,1977-02-18 00:00:00+00:00,43.0,,Republican,Matteo
Steven Mnuchin,stevenmnuchin1,2016-11-18 00:00:00+00:00,799764016885329921,male,United States of America,1962-12-21 00:00:00+00:00,57.0,,Republican,Mnuchin
Steven Palazzo,CongPalazzo,2011-05-16 00:00:00+00:00,299883942,male,United States of America,1970-02-21 00:00:00+00:00,50.0,congressmanpalazzo,Republican,Palazzo
Susan Brooks,SusanWBrooks,2013-01-09 00:00:00+00:00,1074101017,female,United States of America,1960-08-25 00:00:00+00:00,60.0,susanwbrooks,Republican,Brooks
Susan Bysiewicz,LGSusanB,2019-01-07 00:00:00+00:00,1082331771398746112,female,United States of America,1961-09-29 00:00:00+00:00,59.0,lgsusanb,Democratic,Bysiewicz
Susan Bysiewicz,SusanForCT,2019-01-07 00:00:00+00:00,1082331771398746112,female,United States of America,1961-09-29 00:00:00+00:00,59.0,lgsusanb,Democratic,Bysiewicz
Susan Bysiewicz,LGSusanB,2009-02-18 00:00:00+00:00,21163166,female,United States of America,1961-09-29 00:00:00+00:00,59.0,lgsusanb,Democratic,Bysiewicz
Susan Bysiewicz,SusanForCT,2009-02-18 00:00:00+00:00,21163166,female,United States of America,1961-09-29 00:00:00+00:00,59.0,lgsusanb,Democratic,Bysiewicz
Susan Bysiewicz,LGSusanB,2019-01-07 00:00:00+00:00,1082331771398746112,female,United States of America,1961-09-29 00:00:00+00:00,59.0,susanbysiewicz,Democratic,Bysiewicz
Susan Bysiewicz,SusanForCT,2019-01-07 00:00:00+00:00,1082331771398746112,female,United States of America,1961-09-29 00:00:00+00:00,59.0,susanbysiewicz,Democratic,Bysiewicz
Susan Bysiewicz,LGSusanB,2009-02-18 00:00:00+00:00,21163166,female,United States of America,1961-09-29 00:00:00+00:00,59.0,susanbysiewicz,Democratic,Bysiewicz
Susan Bysiewicz,SusanForCT,2009-02-18 00:00:00+00:00,21163166,female,United States of America,1961-09-29 00:00:00+00:00,59.0,susanbysiewicz,Democratic,Bysiewicz
Susan Collins,senatorcollins,2009-01-29 00:00:00+00:00,19726613,female,United States of America,1952-12-07 00:00:00+00:00,67.0,sensusancollins,Republican,Collins
Susan Davis,repsusandavis,2011-12-09 00:00:00+00:00,432771620,female,United States of America,1944-04-13 00:00:00+00:00,76.0,repsusandavis,Democratic,Davis
Susan Eggman,AsmSusanEggman,,,female,United States of America,1961-03-03 00:00:00+00:00,59.0,eggmanforsenate,Other,Eggman
Susan Eggman,SusanEggman,,,female,United States of America,1961-03-03 00:00:00+00:00,59.0,eggmanforsenate,Other,Eggman
Susan Eggman,AsmSusanEggman,,,female,United States of America,1961-03-03 00:00:00+00:00,59.0,eggmanforsenate,Other,Eggman
Susan Eggman,SusanEggman,,,female,United States of America,1961-03-03 00:00:00+00:00,59.0,eggmanforsenate,Other,Eggman
Susan Rice,AmbassadorRice,2017-01-14 00:00:00+00:00,820378690920058880,female,United States of America,1964-11-17 00:00:00+00:00,56.0,ambsusanrice,Democratic,Rice
Susan Wild,RepSusanWild,2018-12-03 00:00:00+00:00,1069636653353000962,female,Germany,1957-06-07 00:00:00+00:00,63.0,repsusanwild,Democratic,Wild
Susana Martinez,Gov_Martinez,2009-07-18 00:00:00+00:00,57963724,female,United States of America,1959-07-14 00:00:00+00:00,61.0,,Republican,Martinez
Susana Mendoza,susanamendoza10,2009-03-05 00:00:00+00:00,22939964,female,United States of America,1972-05-13 00:00:00+00:00,48.0,,Democratic,Mendoza
Susie Lee,RepSusieLee,2018-12-29 00:00:00+00:00,1079061579973439488,female,United States of America,1966-11-07 00:00:00+00:00,54.0,,Democratic,Lee
Susie Lee,SusieLeeNV,2018-12-29 00:00:00+00:00,1079061579973439488,female,United States of America,1966-11-07 00:00:00+00:00,54.0,,Democratic,Lee
Susie Lee,RepSusieLee,2012-06-08 00:00:00+00:00,602919981,female,United States of America,1966-11-07 00:00:00+00:00,54.0,,Democratic,Lee
Susie Lee,SusieLeeNV,2012-06-08 00:00:00+00:00,602919981,female,United States of America,1966-11-07 00:00:00+00:00,54.0,,Democratic,Lee
Suzan DelBene,RepDelBene,2012-12-07 00:00:00+00:00,995193054,female,United States of America,1962-02-17 00:00:00+00:00,58.0,repdelbene,Democratic,DelBene
Suzanne Bonamici,RepBonamici,2012-04-20 00:00:00+00:00,558769636,female,United States of America,1954-10-14 00:00:00+00:00,66.0,repbonamici,Democratic,Bonamici
Svante Myrick,svantemyrick,2008-09-17 00:00:00+00:00,16327858,male,United States of America,1987-03-15 00:00:00+00:00,33.0,,Democratic,Myrick
Sydney Kamlager,AsmKamlagerDove,,,female,United States of America,1972-07-20 00:00:00+00:00,48.0,asmkamlagerdove,Other,Kamlager
Sydney Kamlager,sydneykamlager,,,female,United States of America,1972-07-20 00:00:00+00:00,48.0,asmkamlagerdove,Other,Kamlager
Sydney Kamlager,AsmKamlagerDove,,,female,United States of America,1972-07-20 00:00:00+00:00,48.0,asmkamlagerdove,Other,Kamlager
Sydney Kamlager,sydneykamlager,,,female,United States of America,1972-07-20 00:00:00+00:00,48.0,asmkamlagerdove,Other,Kamlager
Sylvester Turner,SylvesterTurner,2010-02-17 00:00:00+00:00,115105973,male,United States of America,1954-09-27 00:00:00+00:00,66.0,sylvesterturner,Democratic,Turner
Sylvia Burwell,secburwell,2014-04-22 00:00:00+00:00,2458567464,female,United States of America,1965-06-23 00:00:00+00:00,55.0,,Democratic,Burwell
Sylvia Garcia,RepSylviaGarcia,2019-01-02 00:00:00+00:00,1080587263132733442,female,United States of America,1950-09-06 00:00:00+00:00,70.0,,Democratic,Garcia
Symone Sanders,SymoneDSanders,2014-04-08 00:00:00+00:00,2434051392,female,United States of America,1989-12-10 00:00:00+00:00,30.0,symonedsanders,Other,Sanders
TJ Cox,RepTjCox,2019-01-03 00:00:00+00:00,1080875913926139910,male,United States of America,1963-07-18 00:00:00+00:00,57.0,reptjcox,Democratic,Cox
TJ Cox,RepTjCox,2017-07-06 00:00:00+00:00,882843534750961664,male,United States of America,1963-07-18 00:00:00+00:00,57.0,reptjcox,Democratic,Cox
Tammy Baldwin,tammybaldwin,2009-11-04 00:00:00+00:00,87510313,female,United States of America,1962-02-11 00:00:00+00:00,58.0,senatorbaldwin,Democratic,Baldwin
Tammy Baldwin,SenatorBaldwin,2009-11-04 00:00:00+00:00,87510313,female,United States of America,1962-02-11 00:00:00+00:00,58.0,senatorbaldwin,Democratic,Baldwin
Tammy Baldwin,tammybaldwin,2013-01-09 00:00:00+00:00,1074518754,female,United States of America,1962-02-11 00:00:00+00:00,58.0,senatorbaldwin,Democratic,Baldwin
Tammy Baldwin,SenatorBaldwin,2013-01-09 00:00:00+00:00,1074518754,female,United States of America,1962-02-11 00:00:00+00:00,58.0,senatorbaldwin,Democratic,Baldwin
Tammy Duckworth,senduckworth,,t2102917860,female,Thailand,1968-03-12 00:00:00+00:00,52.0,repduckworth,Democratic,Duckworth
Tammy Duckworth,senduckworth,2013-01-03 00:00:00+00:00,1058520120,female,Thailand,1968-03-12 00:00:00+00:00,52.0,repduckworth,Democratic,Duckworth
Tate Reeves,tatereeves,2011-03-01 00:00:00+00:00,259341329,male,United States of America,1974-06-05 00:00:00+00:00,46.0,tatereeves,Republican,Reeves
Ted Budd,RepTedBudd,2017-01-05 00:00:00+00:00,817138492614524928,male,United States of America,1971-10-21 00:00:00+00:00,49.0,,Republican,Budd
Ted Deutch,RepTedDeutch,2010-04-27 00:00:00+00:00,137794015,male,United States of America,1966-05-07 00:00:00+00:00,54.0,repteddeutch,Democratic,Deutch
Ted Gatsas,MayorTedGatsas,,t2086551419,male,United States of America,1950-05-22 00:00:00+00:00,70.0,gatsas4governor,Republican,Gatsas
Ted Gatsas,Gatsas4Governor,,t2086551419,male,United States of America,1950-05-22 00:00:00+00:00,70.0,gatsas4governor,Republican,Gatsas
Ted Gatsas,MayorTedGatsas,,t2086551418,male,United States of America,1950-05-22 00:00:00+00:00,70.0,gatsas4governor,Republican,Gatsas
Ted Gatsas,Gatsas4Governor,,t2086551418,male,United States of America,1950-05-22 00:00:00+00:00,70.0,gatsas4governor,Republican,Gatsas
Ted Howze,Ted_Howze,,,male,United States of America,1966-01-01 00:00:00+00:00,54.0,,Republican,Howze
Ted Howze,Ted_Howze,2018-03-10 00:00:00+00:00,972304553809883137,male,United States of America,1966-01-01 00:00:00+00:00,54.0,,Republican,Howze
Ted Lieu,tedlieu,2015-02-19 00:00:00+00:00,3044993235,male,Taiwan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,RepTedLieu,2015-02-19 00:00:00+00:00,3044993235,male,Taiwan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,tedlieu,2009-02-17 00:00:00+00:00,21059255,male,Taiwan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,RepTedLieu,2009-02-17 00:00:00+00:00,21059255,male,Taiwan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
